City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Description
345,Tromso,NO,69.6496,18.957,42.82,81,75,3.0,light rain
346,Lappeenranta,FI,61.0587,28.1887,59.79,63,0,8.05,clear sky
347,Dasoguz,TM,41.8363,59.9666,76.95,36,0,4.61,clear sky
348,Conakry,GN,9.538,-13.6773,78.87,94,40,4.61,light rain
349,Carlisle,US,40.2015,-77.1889,80.64,86,61,4.5,broken clouds
350,Lichinga,MZ,-13.3128,35.2406,55.49,88,0,6.91,clear sky
351,Xai-Xai,MZ,-25.0519,33.6442,61.65,91,9,1.07,clear sky
352,Kolda,SN,12.8833,-14.95,82.71,83,75,6.91,broken clouds
353,Wagar,SD,16.1525,36.2032,80.65,70,100,13.06,overcast clouds
354,Miracatu,BR,-24.2814,-47.4597,50.22,74,7,3.04,clear sky
355,Pavlovka,RU,52.6897,47.1405,67.68,85,34,4.18,scattered clouds
356,Moussoro,TD,13.6408,16.4901,84.72,51,57,10.04,broken clouds
357,Chapais,CA,49.7834,-74.8492,55.18,94,87,5.88,overcast clouds
358,Yurimaguas,PE,-5.9,-76.0833,71.31,96,15,3.0,few clouds
359,Effium,NG,6.6292,8.0593,77.41,96,100,6.85,light rain
360,Camacupa,AO,-12.0167,17.4833,54.88,43,37,3.69,scattered clouds
361,Mala Vyska,UA,48.6431,31.6366,68.97,85,28,4.56,scattered clouds
362,Lodi,US,38.1302,-121.2725,103.37,23,67,11.01,broken clouds
363,Verkhnyaya Sinyachikha,RU,57.976,61.6673,58.96,82,39,4.54,scattered clouds
364,Meiganga,CM,6.5167,14.3,63.48,97,34,3.24,scattered clouds
365,Am Timan,TD,11.0297,20.2827,72.07,89,81,4.97,light rain
366,Mana,GF,5.6592,-53.7767,78.66,82,99,6.64,heavy intensity rain
367,Doha,QA,25.2867,51.5333,91.71,73,0,5.75,clear sky
368,Huarmey,PE,-10.0681,-78.1522,64.54,81,19,7.63,few clouds
369,Nouadhibou,MR,20.931,-17.0347,82.38,54,73,16.11,dust
370,Odienne,CI,9.51,-7.5692,73.27,90,97,5.41,overcast clouds
371,Abay,KZ,49.6311,72.8539,59.38,58,100,5.03,light rain
372,Dingle,PH,10.9995,122.6711,79.36,83,100,9.57,overcast clouds
373,Akcakoca,TR,41.0866,31.1162,75.94,89,0,5.03,clear sky
374,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,57,0,18.41,clear sky
375,Machilipatnam,IN,16.1667,81.1333,79.72,81,99,12.28,overcast clouds
376,Salalah,OM,17.0151,54.0924,77.09,100,90,8.05,light intensity drizzle
377,Cobija,BO,-11.0267,-68.7692,70.18,53,1,3.42,clear sky
378,Lima,PE,-12.0432,-77.0282,62.85,72,90,9.22,overcast clouds
379,Sur,OM,22.5667,59.5289,88.14,64,23,11.14,few clouds
380,Boisar,IN,19.8,72.75,80.49,83,100,19.26,overcast clouds
381,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,61.54,14,0,8.99,clear sky
382,Businga,CD,3.3333,20.8833,69.08,97,92,0.74,overcast clouds
383,Nizhnevartovsk,RU,60.9344,76.5531,59.02,88,40,6.71,scattered clouds
384,Bandar-E Lengeh,IR,26.5579,54.8807,93.16,58,96,4.36,overcast clouds
385,Yar-Sale,RU,66.8333,70.8333,54.99,73,29,10.87,scattered clouds
386,Colares,PT,38.7992,-9.4469,66.29,71,87,20.0,overcast clouds
387,Bellevue,US,47.6104,-122.2007,87.55,41,1,4.0,clear sky
388,Maiduguri,NG,11.8464,13.1603,78.76,72,80,6.44,light rain
389,Barcelos,PT,41.5388,-8.6151,66.29,97,33,1.39,scattered clouds
390,Lebowakgomo,ZA,-24.2,29.5,45.5,65,4,3.83,clear sky
391,Mahibadhoo,MV,3.7833,72.9667,82.99,71,87,10.92,overcast clouds
392,Gouyave,GD,12.1646,-61.7296,81.37,78,20,14.97,few clouds
393,Birjand,IR,32.8663,59.2211,73.87,17,0,6.91,clear sky
394,Rundu,NA,-17.9333,19.7667,48.47,36,0,6.11,clear sky
395,Sena Madureira,BR,-9.0656,-68.6569,72.77,57,1,2.57,clear sky
396,Maceio,BR,-9.6658,-35.7353,72.84,100,75,2.3,broken clouds
397,Kindu,CD,-2.95,25.95,72.73,44,15,2.06,few clouds
398,La Spezia,IT,44.1105,9.8434,79.97,58,65,1.99,broken clouds
399,Nurota,UZ,40.5614,65.6886,76.84,21,7,3.2,clear sky
400,Jardim,BR,-21.4803,-56.1381,50.34,28,3,4.23,clear sky
401,Paramonga,PE,-10.6667,-77.8333,63.45,83,33,6.8,scattered clouds
402,Urumqi,CN,43.801,87.6005,76.15,25,0,4.47,clear sky
403,Villa Carlos Paz,AR,-31.4241,-64.4978,52.39,45,0,11.01,clear sky
404,Petropavl,KZ,54.8753,69.1628,58.8,92,92,3.98,overcast clouds
405,Sawakin,SD,19.1059,37.3321,91.81,51,100,7.0,overcast clouds
406,Marawi,PH,7.9986,124.2928,68.65,72,94,3.85,overcast clouds
407,Vryburg,ZA,-26.9566,24.7284,41.67,36,0,8.03,clear sky
408,Amos,CA,48.5669,-78.1162,71.58,92,91,4.54,light rain
409,Ulcinj,ME,41.9294,19.2244,70.02,76,6,4.32,clear sky
410,Changji,CN,44.0167,87.3167,79.59,25,0,4.47,clear sky
411,Liepaja,LV,56.5419,21.0367,55.45,93,20,2.3,few clouds
412,Mayumba,GA,-3.432,10.6554,70.66,92,62,6.38,broken clouds
413,Ostrovnoy,RU,68.0531,39.5131,49.87,82,71,13.89,broken clouds
414,Chipinge,ZW,-20.1883,32.6236,45.84,92,0,1.72,clear sky
415,Muhos,FI,64.808,25.9931,58.78,80,88,11.21,overcast clouds
416,Menongue,AO,-14.6585,17.691,49.87,46,41,4.38,scattered clouds
417,Chatra,IN,24.2167,84.8667,78.78,82,100,5.08,overcast clouds
418,Richards Bay,ZA,-28.783,32.0377,60.08,78,0,12.01,clear sky
419,Novoselytsya,UA,48.2193,26.2653,72.97,97,100,4.21,overcast clouds
420,Altamira,BR,-3.2033,-52.2064,81.81,58,80,1.54,broken clouds
421,Gat,IL,31.61,34.7642,80.82,76,9,5.35,clear sky
422,Shamgarh,IN,24.1833,75.6333,77.58,80,100,16.62,overcast clouds
423,Lucapa,AO,-8.4192,20.7447,63.73,32,24,4.7,few clouds
424,Kangaba,ML,11.9333,-8.4167,73.71,83,96,2.93,overcast clouds
425,Ampanihy,MG,-24.7,44.75,68.18,64,68,8.99,broken clouds
426,Colon,PA,9.3592,-79.9014,86.04,84,80,5.59,broken clouds
427,Ahvaz,IR,31.3203,48.6693,94.95,59,27,4.61,scattered clouds
428,Biltine,TD,14.5333,20.9167,79.59,66,99,15.57,overcast clouds
429,Odweyne,SO,9.4092,45.064,69.69,59,15,18.9,few clouds
430,Nanga Eboko,CM,4.6833,12.3667,67.53,99,30,4.61,scattered clouds
431,Douentza,ML,14.9951,-2.9517,89.24,37,53,7.54,broken clouds
432,Bereznik,RU,62.8551,42.7072,49.77,88,11,3.53,few clouds
433,Sarakhs,IR,36.5449,61.1577,77.14,22,0,4.61,clear sky
434,Tandil,AR,-37.3217,-59.1332,40.57,64,22,9.33,few clouds
435,Taylorville,US,39.5489,-89.2945,82.29,61,40,10.36,scattered clouds
436,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.81,82,44,8.75,scattered clouds
437,Naranjal,EC,-2.6667,-79.6167,78.6,85,56,4.34,broken clouds
438,Clonakilty,IE,51.6231,-8.8706,62.1,87,0,3.31,clear sky
439,Andros Town,BS,24.7,-77.7667,84.16,76,11,13.38,few clouds
440,El Retorno,CO,2.3302,-72.6276,70.97,99,83,2.59,broken clouds
441,Delhi,IN,28.6667,77.2167,79.52,86,98,7.52,overcast clouds
442,Dutlwe,BW,-23.9833,23.9,43.77,45,0,7.99,clear sky
443,Filingue,NE,14.3521,3.3168,90.09,43,51,9.01,broken clouds
444,Rudbar,AF,30.15,62.6,87.85,15,0,20.31,clear sky
445,Danielskuil,ZA,-28.1887,23.5395,42.19,35,0,8.95,clear sky
446,Gravdal,NO,68.1214,13.5031,46.54,80,100,24.81,light rain
447,Mokrous,RU,51.2333,47.5167,74.93,55,0,3.87,clear sky
448,Hendek,TR,40.7994,30.7481,68.32,87,0,3.33,clear sky
449,Beirut,LB,33.8889,35.4944,87.85,78,75,3.44,broken clouds
450,Mogadishu,SO,2.0371,45.3438,76.69,84,97,18.99,overcast clouds
451,Camopi,GF,3.1655,-52.3158,73.35,93,82,2.86,broken clouds
452,Makinsk,KZ,52.6292,70.4169,54.75,80,92,6.6,overcast clouds
453,Ronneby,SE,56.21,15.276,55.9,100,14,2.3,few clouds
454,Plettenberg Bay,ZA,-34.0527,23.3716,56.95,85,100,8.14,light rain
455,Awjilah,LY,29.1081,21.2869,79.48,49,0,8.28,clear sky
456,Ormara,PK,25.2088,64.6357,83.39,89,100,21.94,overcast clouds
457,Rabo De Peixe,PT,37.8,-25.5833,67.51,94,20,11.5,few clouds
458,Nairn,GB,57.5809,-3.8797,61.74,86,90,2.3,overcast clouds
459,Itajuba,BR,-22.4256,-45.4528,45.03,29,96,3.53,overcast clouds
460,Esmeraldas,BR,-19.7625,-44.3139,69.04,17,0,5.26,clear sky
461,Antofagasta,CL,-23.65,-70.4,56.48,81,73,4.43,broken clouds
462,Pangody,RU,65.85,74.4859,54.79,72,1,3.67,clear sky
463,Greensboro,US,36.0726,-79.792,77.95,73,75,8.05,broken clouds
464,Adeje,ES,28.1227,-16.726,80.22,47,0,9.22,clear sky
465,Kajaani,FI,64.2273,27.7285,55.45,71,20,10.36,few clouds
466,Arys,KZ,42.4252,68.795,75.42,27,0,5.08,clear sky
467,Port Hawkesbury,CA,45.6169,-61.3485,75.58,94,90,1.99,overcast clouds
468,Nouakchott,MR,18.0858,-15.9785,78.73,85,12,10.22,few clouds
469,Saint Anthony,US,45.0205,-93.218,88.86,42,1,1.99,clear sky
470,Pasni,PK,25.2631,63.471,83.25,90,79,17.34,broken clouds
471,Wundanyi,KE,-3.4019,38.364,57.63,83,88,8.34,overcast clouds
472,Gao,ML,16.6362,1.637,92.97,37,99,17.72,overcast clouds
473,Pelym,RU,61.0108,61.9978,58.32,83,17,4.54,few clouds
474,Rodrigues Alves,BR,-7.738,-72.6509,71.8,81,18,3.04,few clouds
475,Tripoli,LY,32.8752,13.1875,77.05,70,0,3.91,clear sky
476,Meulaboh,ID,4.1363,96.1285,75.18,87,100,3.87,overcast clouds
477,Duluth,US,46.7833,-92.1066,83.28,55,1,3.0,haze
478,Belyy Yar,RU,53.6039,91.3903,57.09,94,0,2.24,clear sky
479,Teya,RU,60.3778,92.6267,57.25,84,96,4.34,overcast clouds
480,Zarichne,UA,51.8126,26.129,60.57,84,94,5.55,overcast clouds
481,Boa Vista,BR,2.8197,-60.6733,80.58,74,20,3.44,few clouds
482,Sisimiut,GL,66.9395,-53.6735,43.16,84,100,28.81,overcast clouds
483,Sembe,CG,1.6481,14.5806,71.94,87,88,2.77,overcast clouds
484,Lawrence,US,38.9717,-95.2353,85.59,53,1,4.61,clear sky
485,Aqtobe,KZ,50.2797,57.2072,62.69,77,0,4.47,clear sky
486,Turukhansk,RU,65.8167,87.9833,51.85,66,2,7.94,clear sky
487,Ati,TD,13.2154,18.3353,84.42,53,98,4.45,overcast clouds
488,Lieksa,FI,63.3167,30.0167,57.0,67,60,13.85,broken clouds
489,Vuktyl,RU,63.8567,57.3094,59.74,64,59,9.71,broken clouds
490,Koshki,RU,54.2091,50.4677,70.32,52,43,2.01,scattered clouds
491,Benavente,ES,42.0025,-5.6783,62.71,47,0,8.41,clear sky
492,Mecca,SA,21.4267,39.8261,88.56,33,100,3.06,overcast clouds
493,Ovalle,CL,-30.5983,-71.2003,61.77,38,0,1.05,clear sky
494,Yangambi,CD,0.8102,24.4336,69.13,78,100,2.68,overcast clouds
495,San Andres,CO,12.5847,-81.7006,81.95,81,35,17.63,scattered clouds
496,Bonga,ET,7.2833,36.2333,60.03,99,100,1.45,light rain
497,Tiznit,MA,29.5833,-9.5,75.11,43,0,4.61,clear sky
498,Grand-Santi,GF,4.25,-54.3833,71.87,99,81,3.38,broken clouds
499,Oranjemund,NA,-28.55,16.4333,54.82,93,72,6.02,broken clouds
500,Zelenoborskiy,RU,66.845,32.3622,48.88,88,90,11.18,overcast clouds
501,Cayenne,GF,4.9333,-52.3333,80.1,87,0,2.3,clear sky
502,Mandera,KE,3.9366,41.867,76.26,62,100,17.16,overcast clouds
503,Olot,ES,42.181,2.4901,75.27,31,11,5.28,few clouds
504,Svetlogorsk,BY,52.6333,29.7333,60.93,91,68,6.2,broken clouds
505,Paracatu,BR,-17.2222,-46.8747,67.86,16,0,8.68,clear sky
506,Taywarah,AF,33.35,64.4167,51.91,31,1,8.03,clear sky
507,Dubna,RU,56.7333,37.1667,62.85,83,98,4.52,overcast clouds
508,Ilam,NP,26.9167,87.9167,70.39,97,100,1.01,overcast clouds
509,Marsh Harbour,BS,26.5412,-77.0636,83.01,74,8,13.06,clear sky
510,Girne,CY,35.3417,33.3167,80.55,66,0,17.4,clear sky
511,Abu Dhabi,AE,24.4667,54.3667,91.51,75,0,4.61,clear sky
512,Maldonado,UY,-34.6667,-54.9167,40.23,91,21,4.72,few clouds
513,Alakurtti,RU,66.9672,30.3491,49.62,93,100,11.88,light rain
514,Cap Malheureux,MU,-19.9842,57.6142,72.09,70,14,5.01,few clouds
515,Manaure,CO,11.7751,-72.4445,83.61,67,0,20.2,clear sky
516,Bristol,US,41.8334,-71.1662,74.55,83,90,1.99,overcast clouds
517,Vitorino Freire,BR,-4.0667,-45.1667,76.26,81,36,3.85,scattered clouds
518,Mantua,IT,45.1667,10.7833,78.04,74,16,7.7,few clouds
519,Montepuez,MZ,-13.1256,38.9997,62.42,78,15,4.76,few clouds
520,Thinadhoo,MV,0.5333,72.9333,82.8,72,89,8.84,overcast clouds
521,Calvinia,ZA,-31.4707,19.776,49.71,64,95,3.67,overcast clouds
522,Senno,RU,59.5336,33.9167,51.24,78,37,3.49,scattered clouds
523,Inirida,CO,3.8653,-67.9239,72.97,98,77,3.2,broken clouds
524,Bengkulu,ID,-3.8004,102.2655,74.8,89,79,4.76,broken clouds
525,Lardos,GR,36.0942,28.0157,76.82,78,0,5.37,clear sky
526,Manali,IN,13.1667,80.2667,78.89,67,100,16.02,overcast clouds
527,Araguacu,BR,-12.9306,-49.8264,79.79,29,5,6.87,clear sky
528,Ongandjera,NA,-17.8833,15.0667,60.89,31,0,8.01,clear sky
529,Paita,PE,-5.0892,-81.1144,70.36,85,4,14.85,clear sky
530,Nesebar,BG,42.7833,27.7333,72.48,91,0,1.12,clear sky
531,Santa Rosa,PH,14.3122,121.1114,81.86,82,99,10.38,overcast clouds
532,Oktyabrskiy,RU,54.4815,53.471,67.39,67,43,3.67,scattered clouds
533,Kulhudhuffushi,MV,6.6221,73.07,82.58,74,88,10.96,overcast clouds
534,Mabaruma,GY,8.2,-59.7833,75.25,95,99,4.36,overcast clouds
535,Moshi,TZ,-3.35,37.3333,61.18,82,64,2.57,broken clouds
536,Nokaneng,BW,-19.6667,22.2667,47.62,44,0,5.66,clear sky
537,Bela Vista Do Paraiso,BR,-22.9967,-51.1906,52.84,63,100,5.14,overcast clouds
538,Soria,ES,41.6667,-2.6667,70.02,52,3,4.43,clear sky
539,Morant Bay,JM,17.8815,-76.4093,85.62,84,46,10.94,scattered clouds
540,Hoyanger,NO,61.2204,6.0749,54.66,87,88,3.11,overcast clouds
541,Harwich,GB,51.9419,1.2844,65.34,89,7,3.0,clear sky
542,Saurimo,AO,-9.6608,20.3916,58.5,38,3,5.61,clear sky
543,Axim,GH,4.8699,-2.2405,75.38,84,15,9.55,few clouds
544,Sayyan,YE,15.1718,44.3244,61.2,70,90,5.79,overcast clouds
545,Luebo,CD,-5.35,21.4167,69.13,37,50,2.28,scattered clouds
546,Germantown,US,39.1732,-77.2717,86.25,64,1,1.99,clear sky
547,Araouane,ML,18.9048,-3.5265,95.32,24,29,12.77,scattered clouds
548,Barzas,RU,55.7167,86.3167,57.43,93,12,0.31,few clouds
549,Dobromir,RO,44.0167,27.7833,73.99,81,0,4.27,clear sky
550,Skwierzyna,PL,52.5991,15.5065,60.67,73,36,6.08,scattered clouds
551,Tabuk,PH,17.4189,121.4443,79.47,84,91,2.17,overcast clouds
552,Cantagallo,CO,7.376,-73.9196,81.61,76,14,0.98,few clouds
553,Sept-Iles,CA,50.2001,-66.3821,66.25,82,90,3.0,overcast clouds
554,Wooster,US,40.8051,-81.9351,80.22,61,1,8.05,clear sky
555,Kosonsoy,UZ,41.2561,71.5508,70.36,46,100,5.48,overcast clouds
556,Hammerfest,NO,70.6634,23.6821,43.25,75,90,19.57,light rain
557,Sandur,IN,15.1,76.55,71.02,88,95,17.29,overcast clouds
558,Kalur Kot,PK,32.1564,71.2594,80.02,80,100,6.2,overcast clouds
559,Arambagh,IN,22.8833,87.7833,83.35,81,100,6.51,light rain
560,Belmonte,BR,-15.8631,-38.8828,75.7,89,4,8.12,clear sky
561,Azangaro,PE,-14.9167,-70.2167,47.3,47,92,5.35,overcast clouds
562,Abu Samrah,SY,35.3029,37.1841,79.36,41,0,8.59,clear sky
563,Karsun,RU,54.1994,46.9827,67.26,91,93,3.06,overcast clouds
564,Alexandria,EG,31.2156,29.9553,78.76,69,0,6.91,clear sky
